tweet_id,user_id,time_stamp,text,retweet_count,favorite_count
601214997830696960,16418198,1432175800,"Just spelled ""maintenance"" right on the first try. #personalvictory #amwriting #amwritingscifi",0,0
601056760057765888,45180194,1432138073,"Managed to stop myself before saying ""you too"" to the panera employee that told me to enjoy my meal #personalvictory",1,0
600465295329865728,251791579,1431997057,Achievement Unlocked: Hummingbirds have returned to feeders. #personalvictory #imgreatatparties,0,1
600443155356512256,1713539653,1431991778,"@Klmh0426 lol yeah I finally did  it was rough, but I got it done. #personalvictory #rvhsgerman",0,1
600441501307502592,357281598,1431991384,@kaw16keaton did you get all the ink out? #personalvictory,0,1
599536237024845825,3049483995,1431775552,Kalopanax septemlobus germination from 2013 Japanese expedition @TheBotanics #rbgehort #personalvictory pic.twitter.com/Z5N11LVSXF,3,2
599292903068966912,35731560,1431717537,I just met a long-haired Akita at Petsmart and managed to pet it without embarrassing myself #personalvictory,0,1
598879508196958208,3181954832,1431618976,"Anytime my mother-in-law sees me without make up and doesn't ask if I'm sick, I silently high-five myself.  #personalvictory",0,0
596469217550995456,299321871,1431044317,I spoke 4 times in my English class. 3 of which were voluntary. #personalvictory,0,0
596001857811517440,606210988,1430932890,"@hihelloelise this chick that pisses me off now text me at 2:30am last week so I sent back ""who is this"" hahah boom #personalvictory/10",0,0
594873892356915200,1244619338,1430663962,She heard Everything I Didn't Say #personalvictory,11,9
594541868744101888,18914929,1430584802,Vandaag uiterst eigenwijs even de auto gepakt opt werk. #personalvictory,0,0
594282698346201088,19184846,1430523011,When you make it home after the last train #personalvictory,0,0
593988214190256128,553212622,1430452800,Just proved Courtney wrong and it feels great... #PersonalVictory,1,0
593928687369658368,85897270,1430438608,"I've reinstated my love for the gym and working out again! Finally, after months and months of struggling #personalvictory #motivated",0,1
593829044782665728,101923674,1430414851,"Wrote an email 2 my complex suggesting they open the gym earlier than 8AM, today I get this 🏼 #personalvictory pic.twitter.com/eaxReeO7G2",0,15
593653520546406400,322787018,1430373003,When I stop myself from correcting horrendous spelling errors on social media... #personalvictory,1,4
593549350946508801,369829976,1430348167,Bosco didn't bite the tops of my feet like he normally does when I come back to Brampton after an extended absence #PersonalVictory,0,0
593075186963845120,96427942,1430235118,#PersonalVictory https://twitter.com/fullspectrumdom/status/593064343866081280 …,0,1
591108606323331072,471151622,1429766248,In bed before midnight #personalvictory,0,0
590781714294775809,276068574,1429688311,I know it's 2:30 am and I know nobody cares anymore but I finally beat that 2048 game. #selffive #personalvictory,0,9
590628323363000321,542617119,1429651740,When you see people reading your favorite books on Goodreads and they rate is 5 stars. #yesss #personalvictory hahaha pic.twitter.com/QnhLXQwR46,1,4
590570723170717697,939613074,1429638007,"So, I went for a run for the first time in ages. My body aches but I feel great! #personalvictory #inyourfaceMS!!!!!",0,1
590322082484854784,303391202,1429578726,had my biggest class at Hickman tonight with the most guys I have ever seen in a group fitness class! #personalvictory #RIPPEDaintnojoke,0,0
590170336781590528,354620062,1429542547,Really impressed that I actually got up this morning to go for my run #personalvictory,0,1
589595224260927489,276563567,1429405430,#PersonalVictory Not having a panic attack while at a restaurant 🏼🏼,0,0
589139576754581505,207276242,1429296795,Finally finished a bag of M&Ms from October. #personalvictory,0,0
588906471431090177,333677807,1429241218,@pughuahua45 @SamaahAl @CuteKidVines #personalvictory ,0,0
588712223763263489,1436646128,1429194906,#truth #running #runner #personalvictory #IrunForDestiny https://instagram.com/p/1ihMCMK92J/ ,0,0
587757633827901441,86082294,1428967314,#personalvictory Got a $275 bs service charge reversed today.,0,0
587174751707144192,1558942880,1428828344,#dontmindme #personalvictory #justcsgothings pic.twitter.com/fmjcm64q6w,0,0
586862342908092416,716237401,1428753860,Just got through a self-service checkout with no problems. #personalvictory,0,0
586547655460782080,96427942,1428678833,"@MrTubzy456 @KMBO_23 
Got plugins working!
#personalvictory",0,0
586487667405164545,15501577,1428664530,Today I sneezed just BEFORE applying mascara. #personalvictory,12,140
586370824782811140,2361938714,1428636673,Stopped at #TimHortons got a begal and a coffee.....for free!!! Opps!!! #PersonalVictory,0,0
586021397513826304,230055262,1428553363,HA HAH HAH WE REAP WHAT WE SOW. #personalvictory,0,0
585892508288286720,214903850,1428522633,"I just resisted buying 1/2 off easter candy @target. #personalvictory
Can't repurpose fat into muscle if I keep buying/eating fat ",0,1
585842257607012353,52145437,1428510653,Boo-yah!!!  #metroid #nes #nintendo #BestEnding #under1hour #nocheats #personalvictory #samus https://instagram.com/p/1OIFAsje9f/ ,0,0
585737849300881408,27751988,1428485760,#personalvictory,0,0
585644116148641792,1342066530,1428463412,I was also able to reclaim the same corner I did in December when I camped out at the airport x3 #PersonalVictory :U pic.twitter.com/Hh12FPuJK6,0,3
585423481635868672,2742275191,1428410809,Mrs. Specht is now on 42 days without Diet Coke!!!! #personalvictory #healthychoices #cubcnn,0,5
584176052001452034,28743486,1428113398,It is done. #personalvictory #bloodborne https://instagram.com/p/1CSYFXsshg/ ,0,0
584136851826597889,240943983,1428104052,I'll always be a smoker but I haven't had a cigarette in 6 days and progress is progress no matter what #personalvictory,0,4
583011379981860866,16013581,1427835719,"Guys, I feel really good at texting lately. #personalvictory",0,1
582952228224438272,21703369,1427821616,It's the little things: Always impress myself when I spell miscellaneous right on the 1st try w/o help from spellcheck #PersonalVictory,0,0
582929624692174848,377767508,1427816227,not yet 9am and already submitted 3 code reviews from #caltrain! #personalvictory,0,5
582666237488078848,817767468,1427753431,Just saw @Billy_Connolly on the street -  then Paul Giamatti! And I resisted bombarding either to say how much I love them! #PersonalVictory,0,14
582323337210294272,46848725,1427671677,Managed to fight the McDonald's urge and didn't drive home via the drive thru #PersonalVictory,0,0
582251268137172992,340530692,1427654494,"Just convinced my mother, that sound from laptop is terrible, compared to a Sonos Play:5.. Yiihaa! #Sonos #PersonalVictory",0,0
581581368917917697,59562268,1427494778,Didn't get carded.  #personalvictory,0,1
581280605507211264,488885138,1427423070,Only person in my theory class that knew about The Sneetches. I'd call that my #PersonalVictory for the day.,0,0
580993578605760512,579483994,1427354638,I got a guy's number and it wasn't Papa John's!!!  #personalvictory #stillwantpizza,0,4
580917385588285440,1095421634,1427336472,When you write a 8 page paper for AP US history on a book that you didn't read #personalvictory,0,1
580748924429950976,17281864,1427296308,It's the little things... like when your spandex and your bra match. #personalvictory #waytooexcitedaboutthis,0,0
580131065408450563,36407396,1427148998,@smosh favd my tweet! WOOT! #PersonalVictory pic.twitter.com/8tjwcsu0E6,0,0
579990555033264128,14209382,1427115498,Fixing a technology without the help of the boyfriend #TechSavy #PersonalVictory #girlsworld #Genius,0,0
579713498017452032,92638924,1427049443,Just completed a 6.21 mi run - That's the stuff. #personalvictory #gettingback #Run3rd http://rnkpr.com/a8tinig  #RunKeeper,0,2
578635269148135425,329794419,1426792373,#personalvictory so glad I was brave enough to get up and speak at #AGM #feelingamazeballs #empowerment,0,2
578604476476575744,14837197,1426785031,I'll probably never love #running but I am hating it less. #personalvictory,0,1
578209500471111680,46828173,1426690862,"Heard on the radio earlier that the original patent for toilet paper had a sketch with the paper going over, not under. #personalvictory",0,2
577923010054742016,314080394,1426622557,Inbox is below 200 for the first time in a month #sad #PersonalVictory,0,2
577831302461804544,93885127,1426600692,"Netflix: Are you sure you want to keep watching? Me: You know you're right netflix, it's time to get going. #PersonalVictory",9,73
577654708971515904,256831525,1426558589,"Lost 12 lbs in 2-1/2 months with #Plexus! http://plexusslim.com/buyhere 
#PersonalVictory #KeepItGoing #GetPink #springbreak pic.twitter.com/cSvWRAPXuV",0,0
577247013189734400,343106403,1426461387,"In the woods, off the road, in the water, and managed not to fall on my ass. #PersonalVictory… https://instagram.com/p/0RDaemGowC/ ",0,0
577154428861435905,22053844,1426439313,@LaurenBanwart #personalvictory,0,0
575616032636866560,466147209,1426072531,Have crossed the 500 count for followers! Thanks for following! #personalvictory pic.twitter.com/y6gKcNcg5M,1,2
575389105766277120,32946410,1426018427,Oh yeah I forgot Howard Eskin blocked me. #PersonalVictory,0,0
573688533870751744,52296456,1425612979,my whole life I've looked for a license plate with my initials and I JUST SAW ONE #personalvictory,0,7
572861653429067776,40654479,1425415836,"Radio 1 mention hat-trick.....first Greg, then Fearne and now the legend Zane Lowe. #Winning #PersonalVictory",0,0
572576057900994560,621289251,1425347744,Went to the gym today and worked out for the first time in 5everrr.  #PersonalVictory #LittleSteps,0,2
572269654552530945,2419374032,1425274692,At http://ift.tt/1mmFx5o  -- #fitness #workout #gymrat Oh happy day! #SlowIsTheNewFast #PersonalVictory #runner #irun #mileage #2015in201…,0,0
571346259363160064,480502171,1425054537,Um.... excuse me miss but your abs are showing!!!! High yah!!!  #personalvictory #nonsc… http://ift.tt/1LQD0II  pic.twitter.com/oaFQjY4qOO,0,0
571106861468004353,364904018,1424997461,"“You're never given a dream without also being given the power to make it true."" - Richard Bach #PersonalVictory #Habit1 #Habit2 #Habit3",1,0
570774215156240385,2399859841,1424918152,I went to a social event this evening  and I didn't think I'd be able to get myself out this week #personalvictory,0,2
570105510982103040,1969866938,1424758720,Took several months but finally got one of my coworkers to watch #rvb and now he is addicted. Woohoo! #personalvictory,0,0
569714950748434432,274768233,1424665603,@EvaYummers Nick was dumbfounded. That doesn't happen often. #personalvictory,0,0
569461113043030016,1173106255,1424605084,"#PersonalVictory #Beautiful
#Congratulations 
via @ThatDudeDD @DylanMrla @PositiveRipples @Freetoes @SocialRugratNYC @CRF111",0,2
569112692948115457,1241003654,1424522014,Still haven't put Facebook on my phone #personalVictory,0,0
568582360440160257,364904018,1424395573,"“Man often becomes what he believes himself to be."" - Mahatma Gandhi #Habit1 #makeyourownweather #personalvictory #RAKtivist #leadership",1,0
568493985691525120,2176435575,1424374502,That #personalvictory when the gas pump stops exactly at a whole dollar amount .... http://instagram.com/p/zS2_6xja0W/ ,0,0
568433362571898880,707804377,1424360049,@LemaitreMusic I love you so many.  #personalvictory #continuum #fiction #cuttoblack,0,1
567694229741502464,274269310,1424183826,Just talked to someone of importance on the phone and it wasn't that awkward #PersonalVictory,0,0
567072689308061697,487677445,1424035639,Made the yummiest vegetable rice soup and it's only 184 calories per serving #personalvictory #wineineverything #healthy,1,0
566738866632392704,123976657,1423956049,First time running without needing my rescue inhaler. #NewMeds #asthma #personalvictory #fitfam,0,0
566584427149787136,333989697,1423919228,This is for all you Heroes out there. :-D :-) #PersonalVictory #AboveAverage #Success http://fb.me/3v8w7asDF ,0,0
566019600593461248,17185972,1423784563,Second last enforced commute to Glasgow #personalvictory,0,0
565974976101376000,227906461,1423773924,@Me_gan_S like you know how there are seeds in the middle I made a hole there #PersonalVictory,0,0
564133342141251584,1341559382,1423334844,I remembered my calculator this time!!! #personalvictory #itsthelittlethings #collegebound,0,9
564061033871179776,10646912,1423317604,Just submitted my first #WordPress #UX bug to Trac! https://core.trac.wordpress.org/ticket/31256  #highscore #personalvictory pic.twitter.com/PeAthxGsRB,1,4
563713979592482817,17534753,1423234860,Waking up every morning before my alarm goes off…. #PersonalVictory,1,1
562885314889670656,1548841,1423037291,Solo Nightfall complete @DestinyTheGame #PersonalVictory https://www.bungie.net/en/Legend/PGCR/1/4611686018430293488/2305843009223527874/1716029963 …,0,0
561355531437092865,338026394,1422672562,Walked from Kennedy to college hall in stilettos that are too big for me without breaking an ankle!! #personalvictory,0,3
561236797695729664,26317640,1422644254,Got the Christmas decorations down before February! #PersonalVictory #YoureWelcomeNeighbors http://fb.me/3FVN4iIrP ,2,2
561118728914747392,931885981,1422616104,Had a successful phone conversation in Spanish and made them pay me back the money they'd over charged at the hostel #personalvictory,0,0
559769078219300865,1125729386,1422294322,Finally made a doctors appointment. #personalvictory,0,0
559516279812288512,398808641,1422234051,Bribing my 3yr old to eat dinner by eating fudge brownie ice cream in front of her. #personalvictory #momlife,0,3
559118157433307136,323811368,1422139131,"On the bright side, I poop in a public restroom #PersonalVictory",0,1
559044022564835328,407494248,1422121456,"By the way, I went hard today without headphones or chapstick. #personalvictory",0,0
557991667802705922,1059416785,1421870555,I just made it from walmart all the way down north street to the loop without hitting one red light #personalvictory,0,8
557890789607743489,1615323918,1421846504,I'll actually be on time today! #personalvictory,0,0
557743628458930176,22060389,1421811418,"Just almost got sucked into FB partisan bullshit, but caught myself and hid all future posts from that person. #personalvictory",0,2
557626255991111684,302375197,1421783434,Guess who is actually on time for school today?  #personalvictory,1,0
556566831662522368,230845349,1421530847,Ran for the first time in three months and I didn't puke #personalvictory,0,3
555407289105276928,22500866,1421254391,"Context: burgers are great. Money and health are great, too. I tend to neglect the latter things for the former. #personalvictory",0,0
554652232655060994,295659265,1421074371,Y'all Make The Post While I Hear The Voice  #PettyPoints #PersonalVictory,0,1
554409624611598338,16005445,1421016529,Successfully threaded a needle to sew a button on a jacket.  I dont need reading glasses yet! #PersonalVictory,0,3
553715430372556800,338026394,1420851020,maybe I probably fucked up a nerve in my spine but I did a successful kip up so I'm feeling pretty awesome right now #personalvictory,0,4
553713972088942592,158009769,1420850673,@EscapingSarah YESSS. Do you know how much for accomplished I feel in my life knowing this??? #personalvictory,0,1
553517086631149568,455975806,1420803731,About to be walking it o u t all weekend long... #personalvictory,0,0
553004705363009538,582456191,1420681570,I just marched out of target with the single (1) thing that I actually needed. #personalvictory,0,8
552814174233833472,273250662,1420636144,I didn't come to a complete stop on 290!!!! #personalvictory,0,2
552606672267407360,402374179,1420586672,My dentist said I can drink out of straws now! #personalvictory,0,0
552238340171636736,582456191,1420498855,"I just properly assembled my new desktop computer with tools, and without the help of a male. #personalvictory",0,4
551775280566906880,47832535,1420388453,My skinny jeans (that got put on the shelf 6 months ago) fit today! #personalvictory,0,4
551049441755795456,434981163,1420215399,User Interface success! @CollAccess #CollectiveAccess #HPDatabase #PersonalVictory pic.twitter.com/7UzsLmhu6c,0,1
550310956094738435,434981163,1420039330,#wednesdaywisdom courtesy of @jk_rowling and @goldieblox Thanks for the reminder!! #tech #HPDatabase #PersonalVictory pic.twitter.com/YWcqfrjLlL,0,1
550103312063016961,123985737,1419989824,"Dad over here yelling ""turn up boys""  #personalvictory #teachinghimproperlingo",0,4
549857513857110018,148277448,1419931221,"I should have had more faith in myself! 

#personalvictory #timehop http://instagram.com/p/xOcHLwGMdJ/ ",0,0
548939074980302848,18014856,1419712248,I'm only about 6 months late to this! https://www.youtube.com/watch?v=Q9UDVyUzJ1g … #personalvictory #laughedtilicried,0,0
547473302071959553,364372961,1419362781,Passed the driving! Just have to take pre trip again.. Got the hard part out of the way though! #personalvictory,0,3
547195335266013184,308872835,1419296508,...and managed to get free shipping. go me! #personalvictory #sometimesprocrastinationhelps,0,1
547154199364898816,207012339,1419286701,Stood up for myself at work today and called out my boss on... everything.  And I didn't get fired. #personalvictory,0,2
546936956312367104,138170265,1419234906,Got it perfect and I'm real jacked up about it  more than I've accomplished at college so far #personalvictory pic.twitter.com/xU3vLHXqD6,0,1
546911274270199808,355164501,1419228783,Won my first game of Trivia Crack. #personalvictory #iamthechampion,0,4
545761286869749760,313134929,1418954605,Had the fun and exciting task of replacing car battery tonight. Got it done by myself though. #PersonalVictory #Handy pic.twitter.com/h1I83w3Awj,0,3
545155630546165760,388067381,1418810205,Watched every hobbit and home before 3 #personalvictory @TheHobbitMovie #OneLastTime,0,5
545074827028353024,18622770,1418790940,I ate a tuna melt w/ beets and red onions on it and Indian food today all without getting a single thing on my white tshirt #personalvictory,0,0
544190619451547648,169699021,1418580128,@k_macd11 I tried my best! After months of IT band problems I ran pain free so if call that a #personalvictory :),0,0
544107240966602752,75895405,1418560249,Well I've finally done it..I can finally listen to 'Little Bird' the whole way through without crying  #personalvictory,0,0
543846361645330432,338026394,1418498051,I didn't get out of bed today until 1030. It was beautiful. #personalvictory,0,0
543784882892447744,65059745,1418483393,HAHA YES dropped my phone in my coffee and it still works!!!! #PersonalVictory,0,6
542841430486441984,2828159490,1418258457,I woke up before the alarm sounded anyways. #personalvictory,0,1
541311613413097473,944831580,1417893720,@KalelKitten #PersonalVictory ,0,0
541253602044829696,1397387881,1417879889,"So today I crossed the sea from Eden Island, Mahe to Cerf Island, all the way on a stand up paddle board #PersonalVictory #Seychelles",1,0
541108656553869312,81997986,1417845331,"Definitely dyeing my hair this color again. Miss the red. 

I do my own hair. #personalvictory pic.twitter.com/6y0KA8acn6",0,0
540607568767234048,47753519,1417725863,"Three hours later, my paper is complete! #WooHoo #PersonalVictory",0,0
540339181973958656,728748708,1417661874,#personalvictory I went to the gym!!! I'm so proud of myself!,0,0
540229996036784128,299268359,1417635842,Presented the idea of getting an Elf on the Shelf for the office and my coworkers took the bait #personalvictory,0,2
539928884423053314,805682040,1417564052,I JUST KILLED A SPIDER. BY MYSELF. #personalvictory,0,0
539460280917688320,304023943,1417452328,Hiding all the Rangers xmas stuff at CVS #personalvictory #itsthelittlethings,0,0
539449020713017344,17257377,1417449643,Two teachers with new iPads=two new @ClassDojo users in my school! #personalvictory #teacherleaders,1,1
539390184249245696,380871196,1417435615,"It's taunted me in my Personal Asset list since then... So tonight, I flew out to Fountain & picked it up >< #personalvictory 2/2",0,0
539235150064676864,49859550,1417398652,Y'all. First sweater just needs blocking and buttons. And it fits the recipient. #personalvictory,0,5
538833946168291328,1414405008,1417302998,Had my phone turned off for 5 hours today #PersonalVictory,0,0
538716775324459009,28116414,1417275062,I only gained a pound after all the delicious food I've eaten this week. #PersonalVictory #winning #foodbaby,0,0
538346272655437825,2826466469,1417186728,Got through food-shopping without breaking down today #personalvictory,0,0
538263504827211776,29273130,1417166994,This may have flaws but I’m very happy with this… #personalvictory #illustration pic.twitter.com/4pqmd4CUXz,0,0
538160856241283072,2760885863,1417142521,My hair is long enough so can put my hair in a ponytail. #personalvictory ,0,0
538109551820959744,1938474854,1417130289,Peeled an apple in one. #lifeachievement #apples #crumble #food #nom #personalvictory #lifecomplete… http://instagram.com/p/v69weZFipo/ ,0,0
537807660683247617,113476728,1417058312,Got a tall latte today. Not a grande. #personalvictory #firstworldproblems (@ Starbucks) on #Yelp http://www.yelp.com/biz/starbucks-kaneohe-3?pt=check_in&ref=twitter&v=4b …,0,0
537262254928834560,14879938,1416928278,I've never seen Titanic or Frozen. #personalvictory,0,0
537202684991131648,197053900,1416914075,@laurapetries I got that  #personalvictory,0,1
536931172635660288,280674167,1416849341,despite another humiliating defeat at least I was right about lambert scoring #PersonalVictory #StillPISSED,0,0
536820832564445184,301150945,1416823034,"yup. I'm never going to sleep. 

I've discovered way too much music tonight.  #personalvictory",0,0
536269245676785664,204261824,1416691526,Just found out that Palmeri has blocked me. LoL. #PersonalVictory,0,1
535864758868537344,23009524,1416595089,Feeling like a #champ: figured out how to turn off my malfunction lamp without getting it checked out  #personalvictory,0,0
535532983005249536,2397109883,1416515987,http://www.changingplate.com/two-stories-two-time-frames-one-writer/ … two amazing #stories being written at once! #writing #inspiration #personalvictory,0,0
535249663243612161,50796680,1416448438,We had more than a dozen pies from Village Inn and other devilish goodies for birthdays- I stayed clear! #personalvictory #superdifficult,0,1
535164157856059392,327220991,1416428052,"#personalvictory 
Pushing play on T25! Drinking my ShakeBomBiZAL.󾌧󾌩
Day 45 consistency coming up! 
󾌩

I lost... http://fb.me/6XVI2eaUT ",0,2
535097766402592768,549667070,1416412223,Didn't go to calc 2 days straight. Still know what's going on #personalvictory,0,1
535079645981724672,8321512,1416407903,Went to sleep at night... Woke up as the sun was coming up.... #personalvictory #soooheppy #thatdidnttakelong #Ihateyoujetlag,0,0
534797232495931392,351715403,1416340570,I ran out of gas today for the first time in my life.  I handled it without calling AAA or my daddy #personalvictory,0,0
534756374702751744,169147365,1416330829,#personalvictory  CC @GronkosGrunters @TheMikeHilton @dakotajeane oh and @jacksonardeur  pic.twitter.com/lnqms9Yrc3,0,1
534739229361061888,2149358016,1416326741,So @Deadline follows me... #personalvictory pic.twitter.com/vpdQG0diQ0,0,0
534569600470749184,2570242245,1416286299,Why does it feel so good when ur phone hits 100% charge?! Yeah-yuh #keepitonehundred #personalvictory,0,0
533514612646227968,2409979314,1416034770,The day has come. #15 #PersonalVictory#Elainakkauh,0,3
533345344369590272,16832772,1415994413,Went for a run today. #personalVictory.,0,0
533263637125685248,625872348,1415974933,Two Texts and what they taught me  http://www.rosiehartmann.com/2014/11/14/two-texts/ … #art #mke #abstract #lessonslearned #personalvictory #lean,0,0
533220176423313408,374719958,1415964571,When you wake up early enough to shave your legs before school #personalvictory,0,0
533172596821336064,1403876341,1415953227,I killed a cockroach with toilet bowl cleaner last week #personalvictory,0,0
532708389529587712,569429654,1415842551,Won the first quarter #personalvictory,0,0
532621709325926400,368549355,1415821885,"When your fridge is full of both ramen and burrito take out containers, life is good. #personalvictory #goodlife #foodcoma",0,0
531605269911195649,17002118,1415579547,Seems I got home just at the right time. It is absolutely throwing it down outside! And I'm all tucked up in the warm #personalvictory,0,0
530958108252966912,509300549,1415425252,Woo hoo! Things are lookin' up for ol' Gil! #personalvictory,0,0
529683525554151424,98179004,1415121368,Just so everyone in the Twitter world knows how accomplished I feel this week!! @MitchStiltjes #personalvictory pic.twitter.com/luiIGCO9UO,0,0
529334234818031617,2838901696,1415038090,That awesome moment when you dump out the exact change! #personalvictory,0,0
529306143525306368,19454775,1415031393,Knocked out by 10:30 which is probably the earliest I've knocked out in a long time. #personalvictory,0,0
528983308718571521,31633435,1414954423,"""And I dug right down to the bottom of my soul...and cried, 'cause I felt...nothing."" #achorusline #personalvictory",0,1
528924182231670784,312108024,1414940326,Throwback to when the leafs beat the hawks last night and me not liking the hawks.... At all... #personalvictory #GoLeafsGo,0,0
528876516768481280,10646912,1414928962,Getting some fun done on a hobby project! #personalvictory,0,0
528762520043925505,619610603,1414901783,The big return. Playing at the ground I first did my shoulder on 7 years ago #PersonalVictory http://instagram.com/p/u4jOCSPUyt/ ,0,0
528541820645801984,2840795967,1414849164,"Have to work 7 hours today... In other news, I've successfully eliminated the chance of having fun on Saturdays #PersonalVictory",0,1
528284956653797376,16500857,1414787923,whenever i get an excellent review from a host on airbnb i get boosted. LOL. #personalvictory,0,1
527266790322098176,2612974644,1414545173, fucking really? You. Are. Pathetic.  #PersonalVictory,1,2
526156178464968704,547889926,1414280383,In my car just in time to here Sheahan score! #PersonalVictory #LGRW,0,0
526152525075206145,548618865,1414279512,I made it up a mountain!!! #personalvictory#RMNP#wilderness#soloadventure#vacation http://instagram.com/p/umAVN2qzsv/ ,0,0
525714251718328320,1057183506,1414175019,When someone complements me over my #Mets hat. #personalvictory,0,1
525468596693385216,29548690,1414116450,Joined a stupid Facebook page. Then left when I got approved. That'll teach em. #personalvictory,0,2
525454630361509889,112351296,1414113121,TESTIMONY: I can still recite my student ID # from #FAMU four years later. I'm so proud. #Personalvictory,0,0
524752812664569856,46416652,1413945794,Wrote my favourite Gosho today at work- Happiness in this world. #nmrk #kosenrufu #personalvictory #feltasifitwasaproductiveday. Love it,0,0
524697619252006913,338026394,1413932635,Fuuuuuuck yeah wow it is a good feeling when you know you're in the right major #personalvictory,0,0
524383888483684352,411304042,1413857836,Just burped the (permanent) vowels. Yup; A E I O & U. #personalvictory    I've been trying since I can remember. #firsttime,0,0
524366639417274369,84573504,1413853723,I took full length pictures this weekend. And I didn't criticize myself. In fact I thought I looked pretty damn good. #PersonalVictory,0,0
524327641013575680,1043369173,1413844425,"XC season is now officially complete for Mason, with a new unofficial PR! So proud of him! #dedication #personalvictory #teamgodfrey",0,1
523508487201251328,39895766,1413649124,Ciao! @BeachesResorts I'm FINISHED with the #beachesgoseek challenge!! Yeah!!! #personalvictory #beachesmoms http://fb.me/3psqqewv0 ,0,0
523133113317068800,338026394,1413559628,"For the first time since I can remember, I slept through the entire night without waking up in the middle of the night once #personalvictory",0,0
